Company,Company Location,Country of Bean Origin,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating
Escazu,U.S.A.,Blend,74,"4- B,S,C,V","sweet, vanilla, sticky",2.75
Escazu,U.S.A.,Costa Rica,65,"4- B,S,C,V","sticky, slight plum, medicinal",2
Escazu,U.S.A.,Venezuela,72,"4- B,S,C,V","woody, cocoa",3
Essenz,Spain,Uganda,80,"2- B,S","fatty, fruit, deep cocoa",3.25
Ethel's Artisan (Mars),U.S.A.,Blend,62,"4- B,S,C,V","sweet, vanilla, mild banana",2.75
Ethel's Artisan (Mars),U.S.A.,Blend,55,"4- B,S,C,V","gritty,overyly sweet,fruit punch",2.5
Ethel's Artisan (Mars),U.S.A.,Trinidad,55,"4- B,S,C,V","grits, very sweet, banana",2.5
Ethel's Artisan (Mars),U.S.A.,Venezuela,70,"4- B,S,C,V","strong vanilla, strawberry, nut",2.5
Ethel's Artisan (Mars),U.S.A.,Blend,62,"4- B,S,C,V","gritty, sweet, vanilla, woody",2.5
Ethereal,U.S.A.,Haiti,70,"2- B,S","sandy, sweet, candy-like",2.5
Ethereal,U.S.A.,Uganda,70,"3- B,S,C","sandy, basic cocoa, sweet",3
Ethereal,U.S.A.,Guatemala,80,"3- B,S,C",prominent plum note,3.5
Ethereal,U.S.A.,Dominican Republic,80,"3- B,S,C","coarse, mild bitter, raisin",3.75
Ethereal,U.S.A.,Ecuador,80,"3- B,S,C","spicy, roasty, mild bitter",3.5
Ethereal,U.S.A.,Belize,80,"3- B,S,C","mild fruit, earthy",3
Exquisito,U.S.A.,Peru,73,"3- B,S,C",dominated by heavy roast,3
Fearless (AMMA),U.S.A.,Brazil,75,"2- B,S","perfume, floral, vanilla",2.75
Feitoria Cacao,Portugal,Jamaica,76,"2- B,S","roasty, spicy, nutty",3
Feitoria Cacao,Portugal,Belize,76,"2- B,S","metallic, off notes, powdery",2.75
Feitoria Cacao,Portugal,Venezuela,76,"2- B,S","fatty, sandy, nutty, off notes",2.5
Felchlin,Switzerland,Grenada,58,"5- B,S,C,V,L","spicey, marshmallow",3.5
Felchlin,Switzerland,Bolivia,68,"5- B,S,C,V,L","complex, raspberry, cocoa",4
Felchlin,Switzerland,Ecuador,72,"5- B,S,C,V,L","fatty, rich, spice, nutty",3.5
Felchlin,Switzerland,Madagascar,64,"5- B,S,C,V,L","basic cocoa, short length",3
Felchlin,Switzerland,Venezuela,65,"5- B,S,C,V,L","creamy, floral, complex",3
Felchlin,Switzerland,Dominican Republic,74,"5- B,S,C,V,L","creamy, roasty, cocoa",3
Felchlin,Switzerland,Blend,62,"5- B,S,C,V,L","malitol, cocoa",2
Finca,U.S.A.,Dominican Republic,70,"3- B,S,C","sandy, sweet, mild fruit",3.25
Finca,U.S.A.,Dominican Republic,80,"3- B,S,C","molasses, licorice, bitter",3
Finca,U.S.A.,Dominican Republic,85,"3- B,S,C","intense, molasses, bitter",2.5
Finca,U.S.A.,Puerto Rico,65,"3- B,S,C","intense, molasses, sweet",2.25
Finnia,Canada,Blend,70,"3- B,S,C","fruit, cocoa, fatty",3.25
Finnia,Canada,Mexico,70,"3- B,S,C","banana, bland, sour, off",3
Finnia,Canada,Honduras,70,"3- B,S,C","off, hammy, roasty",2.75
Finnia,Canada,Colombia,70,"3- B,S,C","nutty, melon, vinegar",2.75
Firetree,U.K.,Vanuatu,72,"4- B,S,C,L","cherry, cocoa, creamy",3.75
Firetree,U.K.,Papua New Guinea,72,"4- B,S,C,L","caramel, acidic, creamy",3.5
Firetree,U.K.,Solomon Islands,69,"4- B,S,C,L","plums, cocoa",3.5
Firetree,U.K.,Philippines,73,"4- B,S,C,L","creamy, honey, mild hammy",3.25
Five (5)Mile,U.S.A.,Dominican Republic,75,"2- B,S","roasty, simple",3.5
Five (5)Mile,U.S.A.,Colombia,75,"2- B,S","high acidity, bitter, nutty",3
Five (5)Mile,U.S.A.,Belize,75,"2- B,S","hammy, dried fruit",2.75
Five (5)Mile,U.S.A.,Guatemala,75,"2- B,S","hammy, large grits",2.75
FJAK,Norway,India,68,"3- B,S,C","muted, mild sweet cocoa",3.5
FJAK,Norway,Tanzania,70,"3- B,S,C","fruit, spicy mild molasses",3.5
FJAK,Norway,Madagascar,70,"3- B,S,C","molasses, sour notes",3
Forever Cacao,U.K.,Peru,72,"3- B,S*,C","coconut, true to sugar bar",2.75
Forteza (Cortes),Puerto Rico,Dominican Republic,70,"6-B,S,C,V,L,Sa","strong vanilla, earthy, nutty",2.75
Forteza (Cortes),Puerto Rico,Dominican Republic,80,"6-B,S,C,V,L,Sa","vanilla, dried fruit, nuts",2.75
Fossa,Singapore,Indonesia,72,"2- B,S","dried fruit (fig), black licorice",3.5
Fossa,Singapore,Malaysia,72,"2- B,S","dairy, cocoa, mild sour",3.5
Fossa,Singapore,Madagascar,70,"2- B,S","roasted nuts, citrus, creamy",3.5
Fossa,Singapore,Mexico,70,"2- B,S","sticky, dried sour fruit, roasty",3
Fossa,Singapore,Haiti,68,"2- B,S","roasty, hazelnut, cocoa",3.5
Fossa,Singapore,Philippines,70,"2- B,S","sandy, dried fruit, roasty",3.25
Fossa,Singapore,Bolivia,70,"2- B,S","nuts, sour milk",3
Fossa,Singapore,Indonesia,70,"2- B,S","sandy, powdery, late sour",3
Fossa,Singapore,Dominican Republic,72,"2- B,S","coffee, acidic, astringent",2.75
Fossa,Singapore,Tanzania,67,"2- B,S","gummy, sandy, complex",3.75
Fossa,Singapore,Ecuador,75,"2- B,S","sticky, floral",3.5
Fossa,Singapore,Madagascar,70,"2- B,S","gummy, bland, sour",2.75
Foundry,New Zealand,Ecuador,70,"2- B,S","floral, orange, cocoa",3.75
Foundry,New Zealand,Peru,70,"2- B,S","fig, mild anise",3.75
Foundry,New Zealand,Tanzania,70,"2- B,S","nutty, bland, late sour",3.25
Foundry,New Zealand,Papua New Guinea,70,"2- B,S","off, tropical, vegetal, rubbery",3
Foundry,New Zealand,Bolivia,70,"2- B,S","honey, mild floral, mild off",3
Foundry,New Zealand,Vanuatu,70,"2- B,S","fruit, smokey, mocha",3
Foundry,New Zealand,Colombia,70,"2- B,S","dirty, roasty, acidic",3
Franceschi,Venezuela,Venezuela,72,"2- B,S",nutty,3.5
Franceschi,Venezuela,Venezuela,70,"3- B,S,C","dried fruit, large grits",3.25
Franceschi,Venezuela,Venezuela,70,"3- B,S,C",large grits,3
Franceschi,Venezuela,Venezuela,85,"2- B,S","sl. dry, gritty, fruity, nuts",3
Franceschi,Venezuela,Venezuela,60,"4- B,S,C,L","large grits, sweet",2.5
Franceschi,Venezuela,Venezuela,70,"3- B,S,C","caramel, dairy",3.75
Franceschi,Venezuela,Venezuela,70,"3- B,S,C","intense, tobacco, nuts",3.5
Franceschi,Venezuela,Venezuela,70,"3- B,S,C","nutty, dried fruit",3.75
Franceschi,Venezuela,Venezuela,60,"3- B,S,C","grits, hazelnut, rum",3.5
Frederic Blondeel,Belgium,Costa Rica,70,"4- B,S,C,L","few grits, spicy, cocoa",3.5
Frederic Blondeel,Belgium,Peru,75,"4- B,S,C,L","very coarse, intense, spice",3.5
Frederic Blondeel,Belgium,Vietnam,80,"4- B,S,C,L","intense, bitter, off notes",3
Frederic Blondeel,Belgium,Ghana,60,"4- B,S,C,L","coarse, hazelnut, peanut",3.5
Frederic Blondeel,Belgium,Madagascar,65,"4- B,S,C,L",banana ,3.5
French Broad,U.S.A.,India,71,"3- B,S,C","tea, spicy, sweet",3.25
French Broad,U.S.A.,Peru,70,"2- B,S","slight dry, citrus, grapefruit",3.5
French Broad,U.S.A.,Guatemala,73,"2- B,S","roasty, grapes, rich brownie",3.5
French Broad,U.S.A.,Nicaragua,68,"2- B,S","sweet, tobacco",3.25
French Broad,U.S.A.,Costa Rica,80,"2- B,S","mild bitter, roasty, red berry",3
French Broad,U.S.A.,Peru,66,"2- B,S","spice, citrus, sweet",3.5
French Broad,U.S.A.,Peru,66,"2- B,S*","olive, rum",3.5
French Broad,U.S.A.,Peru,70,"2- B,S","fruit, cough medicine",2.5
French Broad,U.S.A.,Peru,81,"2- B,S*","sandpaper, some fruit, bitter",2
French Broad,U.S.A.,Peru,70,"2- B,S","coarse,perfume,heavy roast",3.5
French Broad,U.S.A.,Dominican Republic,65,"2- B,S",choco covered strawberry,3.5
Fresco,U.S.A.,Venezuela,82,"3- B,S,C","tart, bright, dried fruit, bitterness",3.25
Fresco,U.S.A.,Venezuela,68,"3- B,S,C","robust cocoa, dried cranberry",4
Fresco,U.S.A.,Nicaragua,70,"3- B,S,C","rich chocolate, late spice notes",3.75
Fresco,U.S.A.,Ghana,68,"3- B,S,C","fudgey, spicey, nutty",3.5
Fresco,U.S.A.,Nicaragua,70,"3- B,S,C","oily, black licorice, spicey",3.5
Fresco,U.S.A.,Madagascar,70,"3- B,S,C","raspberry, mild sour, cocoa",3.5
Fresco,U.S.A.,Ghana,68,"3- B,S,C","coconut, high astringency",3.25
Fresco,U.S.A.,Peru,74,"3- B,S,C","spicey, herbal, ripe, sl. burnt",3.25
Fresco,U.S.A.,Peru,74,"3- B,S,C","licorice, caramel, floral, dirty",3
Fresco,U.S.A.,Venezuela,72,"3- B,S,C","complex, nuts, spice, floral",3.5
Fresco,U.S.A.,Venezuela,72,"3- B,S,C","roasty, mild fatty",3.25
Fresco,U.S.A.,Guatemala,70,"3- B,S,C","long lasting, fruit, spicy",3.75
Fresco,U.S.A.,Guatemala,70,"3- B,S,C","rich cocoa, mild, fatty",3.5
Fresco,U.S.A.,Guatemala,70,"3- B,S,C","rich cocoa, nuts",3.5
Fresco,U.S.A.,Peru,70,"3- B,S,C","orange, mellow but flavorful",3.5
Fresco,U.S.A.,Peru,70,"3- B,S,C","fruity, floral, caramel",3.5
Fresco,U.S.A.,Peru,70,"3- B,S,C","slow develop, caramel, roasty",3.5
Fresco,U.S.A.,Peru,70,"3- B,S,C","light color, leathery flavor",3
Fresco,U.S.A.,Peru,70,"3- B,S,C",chocolate covered banana,4
Fresco,U.S.A.,Dominican Republic,72,"3- B,S,C","blackberries, caramel, roasty",3.75
Fresco,U.S.A.,Peru,70,"3- B,S,C",cocoa and fresh grapes,3.75
Fresco,U.S.A.,Dominican Republic,72,"3- B,S,C",mildly burnt caramel,3.25
Fresco,U.S.A.,Madagascar,74,"3- B,S,C","caramel, nuts, dried fruit",4
Fresco,U.S.A.,Papua New Guinea,69,"2- B,S","tart, red berry, smoke",4
Fresco,U.S.A.,Papua New Guinea,69,"2- B,S",mild smoke and fruit,3.5
Fresco,U.S.A.,Papua New Guinea,69,"2- B,S","smoke, fruit, sour, hammy",3.5
Fresco,U.S.A.,Papua New Guinea,69,"2- B,S","sandy, smoke, red berry",3
Fresco,U.S.A.,Venezuela,70,"3- B,S,C","tart, roasted cocoa",4
Fresco,U.S.A.,Dominican Republic,72,"3- B,S,C","red berry, some roasty notes",3.5
Fresco,U.S.A.,Jamaica,70,"3- B,S,C","woody, grassy, long",3.5
Fresco,U.S.A.,Jamaica,70,"3- B,S,C","grassy, brownie, astringent",3.25
Fresco,U.S.A.,Dominican Republic,72,"3- B,S,C","spicy, cocoa",3.25
Fresco,U.S.A.,Venezuela,76,"3- B,S,C","bready, nutty, earthy,intense",3.25
Fresco,U.S.A.,Madagascar,74,"3- B,S,C","sandy, cocoa, red fruit",3
Fresco,U.S.A.,Ghana,74,"3- B,S,C","mild bitter, mild cocoa, roasty",2.75
Fresco,U.S.A.,Madagascar,74,"3- B,S,C","woody, red fruit, sour",2.75
Fresco,U.S.A.,Venezuela,65,"3- B,S,C","complex, mild licorice, spice",3.5
Fresco,U.S.A.,Jamaica,70,"3- B,S,C","creamy, roasty, tobacco",3.25
Fresco,U.S.A.,Jamaica,70,"3- B,S,C","creamy, simple, nutty",3
Fresco,U.S.A.,Jamaica,80,"3- B,S,C","slightly burnt, earthy",2.75
Fresh Coast,U.S.A.,Tanzania,70,"2- B,S","creamy, simple, strong choco",3.75
Fresh Coast,U.S.A.,Brazil,70,"2- B,S","creamy, fragrant",3.5
Fresh Coast aka Just Good Choc.,U.S.A.,Peru,70,"2- B,S","banana, yogurt, cocoa",4
Fresh Coast aka Just Good Choc.,U.S.A.,Belize,70,"2- B,S","spice, fatty, mild cocoa",3.5
Fresh Coast aka Just Good Choc.,U.S.A.,Madagascar,70,"2- B,S","strong fruit, ham, deep cocoa",3.5
Friis Holm,Denmark,Madagascar,64,"3- B,S,C","caramel, cocoa, fruit",3.75
Friis Holm,Denmark,Nicaragua,70,"3- B,S,C","cocoa, roasty, sweet, fruit, spice",3.5
Friis Holm,Denmark,Madagascar,64,"3- B,S,C","pungent, sour cherry",3.5
Friis Holm,Denmark,Guatemala,70,"3- B,S,C","honey, deep cocoa",4
Friis Holm,Denmark,Nicaragua,70,"3- B,S,C","banana,dairy, cocoa",4
Friis Holm,Denmark,Nicaragua,70,"3- B,S,C","strong cocoa, orange citrus",3.75
Friis Holm,Denmark,Nicaragua,70,"3- B,S,C","cocoa, savory",3.75
Friis Holm,Denmark,Nicaragua,70,"3- B,S,C","black pepper,high astringency",3.75
Friis Holm,Denmark,Nicaragua,68,"3- B,S,C","unique flavor, floral-spice mix",3.5
Friis Holm,Denmark,Nicaragua,70,"3- B,S,C","delicate, balanced",3.5
Friis Holm,Denmark,Nicaragua,70,"3- B,S,C","woody, grassy, spicy",3.25
Friis Holm,Denmark,Nicaragua,70,"3- B,S,C","high acidity, grassy",3.25
Friis Holm,Denmark,Nicaragua,60,"3- B,S,C","sweet, metallic",3
Friis Holm,Denmark,Nicaragua,70,"3- B,S,C","floral, sticky",3
Friis Holm,Denmark,Nicaragua,70,"3- B,S,C","creamy, black pepper, nut",3.75
Friis Holm,Denmark,Nicaragua,70,"2- B,S","vegetal, herbs, raw",3.5
Friis Holm (Bonnat),Denmark,Nicaragua,85,"3- B,S,C","oily, spicy, sour",3.25
Friis Holm (Bonnat),Denmark,Nicaragua,60,"3- B,S,C","oily, sweet, dairy, bland",3
Friis Holm (Bonnat),Denmark,Nicaragua,70,"3- B,S,C","mild fatty, nutty, roasty",3.5
Friis Holm (Bonnat),Denmark,Nicaragua,70,"3- B,S,C",baked bread,3.5
Friis Holm (Bonnat),Denmark,Nicaragua,70,"3- B,S,C","oily, burnt black pepper",3.25
Friis Holm (Bonnat),Denmark,Nicaragua,70,"3- B,S,C","oily, gritty, savory",3.75
Friis Holm (Bonnat),Denmark,Nicaragua,70,"3- B,S,C","intense olive, citrus, vegetal",3.25
Friis Holm (Bonnat),Denmark,Honduras,70,"3- B,S,C","spicy, earthy",3.25
Friis Holm (Bonnat),Denmark,Nicaragua,70,"3- B,S,C","oily, fatty, bold olive",3.25
Friis Holm (Bonnat),Denmark,Nicaragua,70,"3- B,S,C","tobacco, woody, wild berry",3.5
Friis Holm (Bonnat),Denmark,Nicaragua,70,"3- B,S,C","roasty, fatty, woody",3.5
Friis Holm (Bonnat),Denmark,Nicaragua,70,"3- B,S,C","fatty, leathery, earthy",3.25
Fruition,U.S.A.,Peru,73,"3- B,S,C","grape, caramel, butterscotch",3.75
Fruition,U.S.A.,Peru,73,"3- B,S,C","dairy, light fruit, creamy",3.75
Fruition,U.S.A.,Peru,73,"3- B,S,C","margarine, creamy, muted",3.25
Fruition,U.S.A.,Bolivia,66,"3- B,S,C","woody, earthy, sweet, off",3
Fruition,U.S.A.,Dominican Republic,68,"4- B,S,C,V","dried fruit, cocoa base, fatty",3.75
Fruition,U.S.A.,Peru,72,"3- B,S,C","black licorice, tangy",3.75
Fruition,U.S.A.,Dominican Republic,77,"2- B,S","sl. bitter up front, fatty, intense",3.25
Fruition,U.S.A.,Madagascar,74,"2- B,S","balanced, fruit, nut, roasty",3.75
Fruition,U.S.A.,Colombia,85,"2- B,S","black current,bitter,astringent",3.5
Fruition,U.S.A.,Costa Rica,74,"2- B,S","oily, dried fruit, leather",4
Fruition,U.S.A.,Bolivia,74,"2- B,S","oily, tropical",3.75
Fruition,U.S.A.,Trinidad,70,"3- B,S,C","delicate, hebs, choco",3.75
Fruition,U.S.A.,Peru,76,"3- B,S,C","acidic, undefined, brownie, off",3
Fruition,U.S.A.,Dominican Republic,70,"3- B,S,C","dried fruit, intense",3.75
Fruition,U.S.A.,Ecuador,75,"3- B,S,C","sandy,sweet, molasses,floral",3
Fruition,U.S.A.,Peru,70,"3- B,S,C","oily, tart, chlorine",2.5
Fruition,U.S.A.,Costa Rica,66,"3- B,S,C","cocoa, spicy, sweet",3.25
Fruition,U.S.A.,Costa Rica,70,"3- B,S,C","fatty, sweet, vanilla",3
Fu Wan,Taiwan,Venezuela,70,"3- B,S,C","dried fruit, cocoa",3.5
Fu Wan,Taiwan,Madagascar,70,"2- B,S","grainy texture, sour, hammy",3
Fu Wan,Taiwan,Tanzania,70,"2- B,S","accessible, sweet, sandy",3
Fu Wan,Taiwan,Taiwan,70,"3- B,S,C",cheesy off flavor,2.5
Gansett,U.S.A.,Peru,70,"3- B,S,C","fatty, nutty, pear",3
Garden Island,U.S.A.,U.S.A.,85,"3- B,S,V","gritty, ambiguous",2.5
Georgia Ramon,Germany,Venezuela,75,"3- B,S,C","earthy, roasty, strong vanilla",2.75
Georgia Ramon,Germany,Guatemala,72,"3- B,S,C","dry, grainy, spicy, roasty",2.75
Georgia Ramon,Germany,St. Lucia,77,"3- B,S,C","chewy, woody, rustic",3.5
Georgia Ramon,Germany,Venezuela,75,"3- B,S,C","fatty, creamy, roasty",3.5
Georgia Ramon,Germany,Ghana,70,"4- B,S,C,L",cocoa and coconut,4
Georgia Ramon,Germany,Dominican Republic,70,"4- B,S,C,L","sticky, spice, roasty, earthy",3.5
Georgia Ramon,Germany,Dominican Republic,80,"4- B,S,C,L","deep cocoa, fruit, spice",3.5
Georgia Ramon,Germany,Madagascar,75,"4- B,S,C,L","red fruit, tart, fat, leathery",3.5
Georgia Ramon,Germany,Madagascar,65,"4- B,S,C,L","sandy, sweet, candy tart",3.25
Glennmade,U.S.A.,Belize,70,"2- B,S","mild strawberry, cocoa",3.5
Glennmade,U.S.A.,Brazil,66,"2- B,S","mild woody, black licorice",3
Goodnow,U.S.A.,Nicaragua,70,"3- B,S,C","orange, sl. sour, tart, cream",3.75
Goodnow Farms,U.S.A.,Ecuador,70,"3- B,S,C","banana, cocoa, late floral",3.75
Goodnow Farms,U.S.A.,Costa Rica,73,"3- B,S,C","floral, rubbery, woody",3
Goodnow Farms,U.S.A.,Colombia,73,"3- B,S,C","acidic, mildly burnt, metallic",2.5
Goodnow Farms,U.S.A.,Peru,70,"3- B,S,C","creamy, fig",3.25
Goodnow Farms,U.S.A.,Guatemala,77,"3- B,S,C","sweet edge, bright fruit, sour",3.25
Goodnow Farms,U.S.A.,Nicaragua,77,"3- B,S,C","mild molasses, rich, gateway",3.25
Goodnow Farms,U.S.A.,Mexico,77,"3- B,S,C","sour off flavor, nutty, earthy",2.75
Gotham,U.S.A.,Bolivia,70,"2- B,S",spice/herb dominate cocoa base,3.25
Gotham,U.S.A.,Dominican Republic,70,"2- B,S","sandy, sweet, earthy,deep cocoa",3.25
Gotham,U.S.A.,India,70,"2- B,S","sweet, dominate cocoa, spice",3
Gotham,U.S.A.,Belize,70,"2- B,S","fruit, tart, rubber",2.75
Grand Place,Vietnam,Vietnam,72,"5- B,S,C,V,L","fatty, vanilla, dairy",3
Great Lakes,U.S.A.,Vietnam,78,"3- B,S,C","fatty, fig, muted, roasty",3.25
Great Lakes,U.S.A.,Dominican Republic,75,"3- B,S,C","earthy, rubbery, mild bitterness",3
Great Lakes,U.S.A.,Belize,70,"3- B,S,C","cocoa, muted, roasty",3
Great Lakes,U.S.A.,Madagascar,72,"3- B,S,C","fruity, cocoa, sweet",3.5
Great Lakes,U.S.A.,Tanzania,70,"3- B,S,C","nutty, spicy, candied orange",3.5
Great Lakes,U.S.A.,Vietnam,73,"3- B,S,C","roasty, sweet, fruity, cocoa",3.5
Green & Black's (ICAM),U.K. ,Blend,70,"5- B,S,C,V,L","mildly rich, basic, roasty",2.5
Green Bean to Bar,Japan,Peru,73,"2- B,S","sour grapes, pungent, ashey",2.5
Green Bean to Bar,Japan,Madagascar,70,"2- B,S","rich, coffee, cherry",3.5
Green Door,U.K.,India,70,"3- B,S,C","spicy, vanilla",3
Grenada Chocolate Co.,Grenada,Grenada,82,"5- B,S,C,V,L","chunky, muted, mild bitter",3.25
Grenada Chocolate Co.,Grenada,Grenada,60,"5- B,S,C,V,L","very sweet, coffee, mild sour",2.75
Grenada Chocolate Co.,Grenada,Grenada,71,"5- B,S,C,V,L","very sour, grassy, fatty",2.5
Guido Castagna,Italy,Madagascar,70,"4- B,S,C,L","earthy, chemical or burnt note",2.75
Guido Castagna,Italy,Blend,64,"4- B,S,C,L","mild nutty, spicy, brownie",3.25
Guido Castagna,Italy,Ecuador,64,"4- B,S,C,L","sl. sweet, nutty, off note",3
Guido Castagna,Italy,Ghana,64,"4- B,S,C,L","hot cocoa, very nutty",3
Guido Castagna,Italy,Blend,64,"4- B,S,C,L","light perfume, mild, sweet",3
Guido Castagna,Italy,Venezuela,76,"4- B,S,C,L","gritty, roasty, strong coffee",3
Guittard,U.S.A.,Blend,70,"5- B,S,C,V,L","nutty, black licorice",3.75
Guittard,U.S.A.,Ecuador,65,"5- B,S,C,V,L","very spicy, roasty",3.5
Guittard,U.S.A.,Jamaica,65,"5- B,S,C,V,L","sweet, vanilla, cocoa ",3.25
Guittard,U.S.A.,Haiti,65,"5- B,S,C,V,L","creamy, sl. Burnt, roasty",2.75
Guittard,U.S.A.,Nicaragua,65,"5- B,S,C,V,L","floral, over roasted, harsh",2.75
Guittard,U.S.A.,Blend,61,"5- B,S,C,V,L","sweet, creamy, floral, orange",3.25
Guittard,U.S.A.,Blend,72,"5- B,S,C,V,L","dry, sticky, brownie",3.25
Guittard,U.S.A.,Blend,72,"5- B,S,C,V,L","dutched?, intense, rich cocoa",2.75
Guittard,U.S.A.,Trinidad,65,"5- B,S,C,V,L","creamy, mild tobacco, ham",3
Guittard,U.S.A.,Blend,70,"5- B,S,C,V,L","complex, fruit, nut, raisin",3.5
Guittard,U.S.A.,U.S.A.,55,"5- B,S,C,V,L","sweet, mild lemon",3
Guittard,U.S.A.,Blend,91,"5- B,S,C,V,L","bitter, fatty, fruit",3
Guittard,U.S.A.,Venezuela,65,"5- B,S,C,V,L","creamy, nutty",3.5
Guittard,U.S.A.,Peru,65,"5- B,S,C,V,L","sweet, vanilla, rich",3
Guittard,U.S.A.,Blend,64,"5- B,S,C,V,L","perfume, vanilla",3
Guittard,U.S.A.,Blend,72,"5- B,S,C,V,L","creamy,sandy,nutmeg, moss",3.5
Guittard,U.S.A.,Madagascar,65,"5- B,S,C,V,L","creamy, sweet, blueberry",3.5
Guittard,U.S.A.,Ecuador,65,"5- B,S,C,V,L","creamy, blackberry",3.5
Guittard,U.S.A.,Blend,61,"5- B,S,C,V,L","sweet, rich cocoa, mild citrus",3.5
Guittard,U.S.A.,Colombia,65,"5- B,S,C,V,L","creamy, sweet, floral, vanilla",3
Guittard,U.S.A.,Blend,61,"5- B,S,C,V,L","fatty, cocoa, fruity",3
Guittard,U.S.A.,Venezuela,65,"5- B,S,C,V,L","sweet, creamy, vanilla",2.5
Habitual,Canada,Blend,70,"3- B,S,C","sandy, intense, cherry",3.5
Habitual,Canada,Dominican Republic,75,"3- B,S,C","chalky, berry, cocoa",3.25
Habitual,Canada,U.S.A.,66,"3- B,S,C","muted, mild fruit, sweet",3.25
Habitual,Canada,Blend,70,"3- B,S,C","fatty, nutty, earthy",3
Habitual,Canada,Blend,80,"3- B,S,C","sandy, roasted vegetal",3
Habitual,Canada,Papua New Guinea,80,"3- B,S,C","smokey, cherries, sour",2.75
Habitual,Canada,Blend,74,"3- B,S,C","XL nibs, sour, cardboard",2.75
Habitual,Canada,Blend,65,"3- B,S,C","molasses, sweet, long,cocoa",2.75
Habitual,Canada,Blend,100, ,"unrefined, bitter, earthy",2
Hachez,Germany,Ecuador,77,"4- B,S,C,V","buttery, floral, burnt",2.5
Hacienda El Castillo,Ecuador,Ecuador,70,"4- B,S,C,L","chewy, fatty, sweet, nutty",3
Hacienda El Castillo,Ecuador,Ecuador,55,"4- B,S,C,L","overyly sweet, banana, yogurt",2.75
Haigh,Australia,Blend,70, ,"vanilla, chocolate milk",3
Harper Macaw,U.S.A.,Brazil,75,"3- B,S,C","flat, late tart notes",3
Harper Macaw,U.S.A.,Brazil,85,"3- B,S,C","powdery, rich, coffee, roasty",3.25
Harper Macaw,U.S.A.,Brazil,77,"3- B,S,C","rich chocolate, sweet edge",3.5
Harper Macaw,U.S.A.,Brazil,74,"3- B,S,C","rich chocolate, sandy texture",3.5
Harper Macaw,U.S.A.,Brazil,67,"3- B,S,C","sandy, sweet, dried fruit",3
Harris & James,U.K.,Vietnam,70,"3- B,S,C","sandy, brownie, coconut",3.25
Harris & James,U.K.,India,70,"3- B,S,C","sandy, sweet, cocoa",3
Harvest,U.S.A.,Guatemala,68,"2- B,S","fruit, cocoa, lemony",3.5
Harvest,U.S.A.,Ghana,68,"2- B,S","deep cocoa, nutty, earthy",3.25
Harvest,U.S.A.,Ecuador,68,"2- B,S","spicy, earthy, grassy, astringent",3.25
Harvest,U.S.A.,Haiti,64,"2- B,S","too sweet, off, rubbery",2.75
Hazel Hill,U.S.A.,Dominican Republic,70,"3- B,S,C","earthy, dirty, dried fruit",3.5
Hazel Hill,U.S.A.,Tanzania,72,"3- B,S,C","cocoa, fatty, fruit",3.25
Hazel Hill,U.S.A.,Peru,65,"3- B,S,C","pungent, chemical",2.75
Hecho,Mexico,Mexico,70,"2- B,S","delicate, carame, tang",3.5
Heilemann,Germany,Peru,64,"3- B,S,L","powdery, vanilla, artificial",2.75
Heinde & Verre,Netherlands,Venezuela,71,"4- B,S,C,L","nutty, sweet, fatty, sandy",3
Heinde & Verre,Netherlands,Indonesia,71,"4- B,S,C,L","rubber, fatty, sandy,grape",2.5
Heinde & Verre,Netherlands,Blend,71,"4- B,S,C,L","sandy, fatty, chemical",2.5
Heirloom Cacao Preservation (Brasstown),U.S.A.,Belize,70,"3- B,S,C","pungent raisin, metallic",3.25
Heirloom Cacao Preservation (Fruition),U.S.A.,Costa Rica,74,"3- B,S,C","mostly earthy, mild dried fruit",3.5
Heirloom Cacao Preservation (Guittard),U.S.A.,Ecuador,67,"3- B,S,C","nutty, butterscotch",3.75
Heirloom Cacao Preservation (Guittard),U.S.A.,U.S.A.,67,"3- B,S,C","spicy, intense, fades fast",3.75
Heirloom Cacao Preservation (Guittard),U.S.A.,Bolivia,67,"3- B,S,C",full flavor spectrum,3.5
Heirloom Cacao Preservation (Guittard),U.S.A.,Bolivia,67,"3- B,S,C","woody, earthy, medicinal",3
Heirloom Cacao Preservation (Manoa),U.S.A.,U.S.A.,72,"3- B,S,C","astringent, smoke, cream",3.5
Heirloom Cacao Preservation (Millcreek),U.S.A.,Ecuador,70,"3- B,S,C",floral,3.5
Heirloom Cacao Preservation (Mindo),U.S.A.,Ecuador,77,"3- B,S,C","strong floral, black licorice",3.5
Heirloom Cacao Preservation (Zokoko),U.S.A.,Bolivia,72,"3- B,S,C","dark berry, honey, cream",4
Heirloom Cacao Preservation (Zokoko),U.S.A.,Bolivia,68,"3- B,S,C","creamy, mild nutty & woody",3.75
hello cocoa (now Markham & Fitz),U.S.A.,Venezuela,74,"3- B,S,C","sandy, sweet, mild fruit",3.5
hello cocoa (now Markham & Fitz),U.S.A.,Uganda,57,"3- B,S,C","too sweet, spicy, candied",2.75
Hemisphere,U.S.A.,Nicaragua,70,"2- B,S","delicate fruit, black tea",3.25
Hemisphere,U.S.A.,Ecuador,70,"2- B,S","harsh, earthy, dirty",2.75
